,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,1.0976715517902882,3.086431580769015e-06,-0.0009133922376142899,0.0004864664511869589,0.0005098341983052547,0.0019528595622834745,0.0014641393455358557,-0.000414057749844461,0.0009456067480368122,-0.007235343378994007,-0.0009288728840687197,-8.190665778602844e-05,0.014069317541998196,-0.00011951480750820431,0.010485228990575987,0.003993638143966836,0.005469063876076221,0.0012543487935362154,0.026258829600318383,0.014318336625038763,0.008890274594199521,-0.0016603515453639168,-0.008029672632005873,0.0005528975837402494
1,0.002817513879606532,0.5500138888133494,-0.0009262187941520186,-0.00228198886216454,0.00032763451644852537,-0.0012924714792663771,5.229288479351364e-06,-0.007002570892563709,-0.004914498207855846,0.005777661042195387,0.0002436446842751582,-0.0008552763021706197,-0.0034811433251979427,0.00184787903692032,0.004278840514433909,0.0070686349773925235,0.0031340662236995017,-0.0002887843346980375,0.0018523358410565724,-2.7452062628779245e-05,-0.0001849486569601058,0.0022811270704265188,0.007526252066366003,-0.006388069680961209
2,0.001711446745454736,0.00312447633643752,0.5396160567903076,-0.0028871233151193314,0.00025744605224356016,0.0018486620921769616,-0.007437915835444811,0.00037006621677747683,3.14984379915997e-05,0.0003237156358622248,-0.0009375794191982216,0.0007236824277223463,0.0007021262048857177,-0.0001519871037801708,0.00014138052867347195,0.004032912074201124,-0.00016994288328422413,8.168917110689143e-05,5.0566605500502024e-06,-0.000520425236005987,-0.0048136950717736215,0.0012560727948482773,3.440387962448318e-05,0.001425002941733962
3,-0.00041907623430185585,0.003943573495964138,-1.1558269783011828e-05,0.5439043110439188,9.068779011982527e-05,0.000654470568919795,0.00251007846833601,-0.004170158020751635,-0.00022120172360458578,-0.00019000358474078984,-0.0004288804551402662,-0.00012236683349307472,-0.0002611866425540708,-0.001104151709356781,0.005010601848502814,0.0007939562834984618,0.0028883330278842187,8.260243355411343e-05,0.000396397257222796,0.0002856875691062933,0.000165464341860629,0.003369038605735258,-0.00022284275713576931,0.0036337942204268865
4,-0.021410314507662308,-0.0003753045924066014,0.0003542315170712882,-0.003983964579883576,1.2618426706234276,-0.004156326763274297,0.02416830224646989,-0.017994114268899818,0.0015312392428411055,0.0007904961168203282,-0.00838738063577919,-0.0011232250286251305,0.02128214921586497,-0.0004785759582598808,-0.04331873976956417,-0.0002794037219969377,-0.02192056528544193,0.00027656985639489256,0.0010926805008445429,-0.0002477606697094858,0.002735194291606597,-0.0015855804985707325,-7.133070921987155e-05,-0.004561612768770418
5,0.05255251441538713,0.09657928520581756,-0.047419530135377475,-0.1553497392992528,-0.045090845475796726,0.37457029698043826,-0.11101018477337933,-0.037452702735594944,0.005454252442852424,-0.08881130876532484,-0.016034968238663877,0.040174394479430706,0.0020561004984516952,0.13001928149972547,-0.004658872094900132,0.16708414573368116,0.024249750110481867,-0.13455791911285228,0.22310318958743353,-0.00015524469138058426,-0.009504556564360868,-0.15735225654152363,0.08016414539274978,-0.19939633688301947
6,-0.0006591410846081636,0.00035689167773516825,-0.004418419637237603,0.003803222474645087,-0.0010557124254442262,0.0012262680796629561,0.7000650321356665,-0.013272303601210367,0.007009622257664516,-0.00011718957492898691,0.04127673570318411,-0.002872254338020339,-0.0008367706644399289,0.010146460643149774,-0.13844857517735581,0.012014309875613718,0.17188769782882568,-0.0030330475752305716,-0.0014503022897357466,-0.026783015492931682,-0.0001911842247840175,-0.08522937034010956,-0.004737235522362784,0.0014689821188740724
7,0.0002267090564628177,-0.0005004538221378775,-0.0004258527592535785,0.00027093322677792007,0.0002864495561697734,0.0023234888049511017,-0.00035743437953782137,0.43776859306084503,0.007752757203121017,-3.558885120934175e-06,0.003633798947773072,-0.0014493722500488414,-0.0376473187638676,-0.001231293949982121,0.01924334153091945,0.00011444301739478088,-0.0042603358247381585,4.399641086049769e-05,0.00017470495590100375,-6.964297595106738e-05,-9.05884072400606e-09,-0.0002001448280146485,0.006151221439785721,0.0008911086772754381
8,0.0005639676960484349,0.00014199225715444942,-0.0007995611298264665,0.0009188638372775756,-0.0017448890612599469,8.901086567092543e-06,0.007906137325780445,0.00012371957635472667,0.6705722278055244,0.2540933681562712,-0.015038647223473325,-0.00036949496172013907,0.00047399546504203077,-0.00719893014296328,-0.013181021271571178,-0.007237422677119219,0.014557648042575195,0.000652022063649709,0.0002851778348808779,0.005174260373405738,4.0260137706729675e-06,0.000929037069557637,0.01092110132152584,-0.001775122162725215
9,-0.0297352294471568,0.0034678248528082775,0.004735682435357803,0.006515530999997049,-0.002791746701635505,-0.003924415517198449,0.030699888031423987,0.0059535977596053575,-0.015051159741765274,1.1394403819979713,-0.030084328161517244,-0.0028607276731066698,0.013459125777504716,-0.0029869568859301207,-0.016905638244243855,0.017917939506189487,0.04082430913961807,0.0006276503882311495,-0.00021658146885728698,-0.035235247201236615,0.05167113160788124,-0.017251580273555132,-0.04469516657430482,0.027121591792998476
